artist_address,tokens,editions,primary_sales,secondary_sales,primary_revenue_xtz,secondary_revenue_xtz,address
tz1h4wE8yjKohJn6PmAJVnf2r3MLXrLTESw1,311.0,894388.0,627.0,43.0,1300.7339999999972,693.2388,tz1h4wE8yjKohJn6PmAJVnf2r3MLXrLTESw1
tz1SCNtfLp4GRC2beH5yYf3VTVPvrSSTq4hf,55.0,505000.0,24.0,0.0,24.0,0.0,tz1SCNtfLp4GRC2beH5yYf3VTVPvrSSTq4hf
tz1TvkiwELDX5YJpgENP6sW1xeE5L42LtYMA,72.0,355004.0,30.0,0.0,34.0,0.0,tz1TvkiwELDX5YJpgENP6sW1xeE5L42LtYMA
tz1YtK9qUJffq2SqjhaJEGbufVHEBWDLPrSV,26.0,260000.0,610.0,1.0,6.099999999999914,0.5,tz1YtK9qUJffq2SqjhaJEGbufVHEBWDLPrSV
tz1cjinRT77yWj3iiyU1fZ1Qv4wVjQ5Q4wDX,53.0,217538.0,220.0,9.0,18.92600000000009,7.299999999999999,tz1cjinRT77yWj3iiyU1fZ1Qv4wVjQ5Q4wDX
tz1Q2tWtJh7wxGmnt6zRvRd2UUKXfNg1eAa8,124.0,191400.0,440.0,0.0,77.21000000000005,0.0,tz1Q2tWtJh7wxGmnt6zRvRd2UUKXfNg1eAa8
tz1TSWEDs9wcBx2KiRzVzyzECsNpRiZaLJ1D,331.0,166217.0,7286.0,1356.0,57157.286668000175,59761.333708000115,tz1TSWEDs9wcBx2KiRzVzyzECsNpRiZaLJ1D
tz1RnCGSjMafWbx6WioVAyw8wxSDTz7parWU,511.0,161484.0,42.0,239.0,68.0,36611.390000000014,tz1RnCGSjMafWbx6WioVAyw8wxSDTz7parWU
tz1NJRzdKqBkQ7UD5qJbYE678kfF2JSX71nn,39.0,160560.0,5.0,0.0,3.1999999999999993,0.0,tz1NJRzdKqBkQ7UD5qJbYE678kfF2JSX71nn
tz1g2GwT847FaNm6LDVnQkzNdhMweypLiZhA,142.0,158699.0,762.0,48.0,1047.665999999999,181.85999999999999,tz1g2GwT847FaNm6LDVnQkzNdhMweypLiZhA
tz1fNeJE8UhZBDccynFt9n2ueBPmySb48W8W,18.0,150401.0,6.0,0.0,102.48264000000002,0.0,tz1fNeJE8UhZBDccynFt9n2ueBPmySb48W8W
tz1VFiSAW6nqZQbDh2x7mnLUcmfQbRPPQLVb,15.0,150000.0,65.0,1.0,65.0,1.0,tz1VFiSAW6nqZQbDh2x7mnLUcmfQbRPPQLVb
tz2DCnSEGSvNpPto8XMYPfATZCjUEYwSjf3u,24.0,124093.0,1563.0,33.0,1967.591400000023,474.304,tz2DCnSEGSvNpPto8XMYPfATZCjUEYwSjf3u
tz1U6Cnn4cevAYfESMkbhN98xuM8sBuKdhbF,12.0,120000.0,0.0,0.0,0.0,0.0,tz1U6Cnn4cevAYfESMkbhN98xuM8sBuKdhbF
tz1dj1HVZv2yrgJTwj9zhLN9hTQvyFAXSsuK,12.0,120000.0,3.0,0.0,3.0,0.0,tz1dj1HVZv2yrgJTwj9zhLN9hTQvyFAXSsuK
tz1LWc9d2ionFQRunxWt867ivRR4ab9QeLEz,519.0,113656.0,501.0,25.0,68.63399999999997,54.879999999999995,tz1LWc9d2ionFQRunxWt867ivRR4ab9QeLEz
tz1SvBsLR6KEFvg4AJT42Xe6M39SUxT1sf53,24.0,100818.0,9.0,0.0,31.0,0.0,tz1SvBsLR6KEFvg4AJT42Xe6M39SUxT1sf53
tz1iVEf4gkwmqsvnzuvvLQMzwH4ZPPr5149x,10.0,100000.0,3.0,0.0,3.0,0.0,tz1iVEf4gkwmqsvnzuvvLQMzwH4ZPPr5149x
tz1fyVDQLYe5zCgBgcPH7hqUvhsnJyFXwb58,39.0,92054.0,110.0,1.0,17.969999999999995,0.0,tz1fyVDQLYe5zCgBgcPH7hqUvhsnJyFXwb58
tz1V93gKs2XKqqeh5jVjok9ttNxgVAmqvoJn,19.0,91036.0,1.0,0.0,0.9999,0.0,tz1V93gKs2XKqqeh5jVjok9ttNxgVAmqvoJn
tz1bHDCxUPDzhraoRGaKTkbbbt2aStwsCtC1,10.0,90999.0,27.0,43.0,0.03,0.8900000000000002,tz1bHDCxUPDzhraoRGaKTkbbbt2aStwsCtC1
tz1ShF4UJoaRYEqk5wjtRczC43rUE6PPsSdD,38.0,90773.0,359.0,28.0,404.69999999999965,74.92000000000002,tz1ShF4UJoaRYEqk5wjtRczC43rUE6PPsSdD
tz1LgdNFa7Jjfg5qAsWTDmDKdaxZZG9XaykC,17.0,90364.0,44.0,0.0,14.24999999999999,0.0,tz1LgdNFa7Jjfg5qAsWTDmDKdaxZZG9XaykC
tz2NHCNf862d1j9pfEk37vRRwv8tMCE2hJFv,62.0,84320.0,245.0,5.0,197.18999999999983,5.640000000000001,tz2NHCNf862d1j9pfEk37vRRwv8tMCE2hJFv
tz2McvKDD5MzG4Br7itNntqjahyoqdEQDzyi,17.0,84165.0,4.0,0.0,4.0,0.0,tz2McvKDD5MzG4Br7itNntqjahyoqdEQDzyi
tz1gXqxBxKVZ3zVoD9QrveHaBeHoqB2h9EsB,30.0,82561.0,95.0,5.0,30.580999999999992,0.0,tz1gXqxBxKVZ3zVoD9QrveHaBeHoqB2h9EsB
tz1YwYk8ZjGXosFg59RDPMcBy1HTXLPgD8HE,43.0,80807.0,208.0,6.0,132.34599999999955,14.61,tz1YwYk8ZjGXosFg59RDPMcBy1HTXLPgD8HE
tz2MqRsPcCantujQKAys9gw6KQ3AzLDSKRqd,39.0,80401.0,291.0,19.0,46.747000000000064,41.3488,tz2MqRsPcCantujQKAys9gw6KQ3AzLDSKRqd
tz1WWw1spVR4FfVUuc3PUj4q694FT5BstCft,8.0,80000.0,1.0,0.0,2.0,0.0,tz1WWw1spVR4FfVUuc3PUj4q694FT5BstCft
tz1Tk4FSuhQZ8aqNaGs49NZkuKV3MSYCnDPM,42.0,78972.0,21.0,16.0,25.25,0.9600000000000004,tz1Tk4FSuhQZ8aqNaGs49NZkuKV3MSYCnDPM
tz1ZsNvZKUveN7FjRhMHTm9NiAUNAmrwdFKV,179.0,74772.0,1132.0,30.0,914.510000000003,39.3,tz1ZsNvZKUveN7FjRhMHTm9NiAUNAmrwdFKV
tz1i5uekB9LeMyJFZKbMD4PkKwSJHpcXVrBJ,730.0,73944.0,1293.0,368.0,3589.098000000025,7217.980000000003,tz1i5uekB9LeMyJFZKbMD4PkKwSJHpcXVrBJ
tz1MvePPBoQGqesNJ4x3VRf2bn81it7kGjCc,139.0,73320.0,1225.0,1781.0,4945.065999999913,68251.6974300001,tz1MvePPBoQGqesNJ4x3VRf2bn81it7kGjCc
tz1Q1Zhnb2uaTfEuHF9iYsfTkTs5jokfExPM,68.0,71163.0,266.0,5.0,173.44999999999996,26.490000000000002,tz1Q1Zhnb2uaTfEuHF9iYsfTkTs5jokfExPM
tz1avMZuNzBdrd2sUwvXQ3zuij5u6HS94NWd,8.0,71104.0,540.0,0.0,54.0000000000005,0.0,tz1avMZuNzBdrd2sUwvXQ3zuij5u6HS94NWd
tz1foRkR7XRsCD9UjQC9NoYsqFRoprvz3CtH,66.0,70977.0,4.0,0.0,4.0,0.0,tz1foRkR7XRsCD9UjQC9NoYsqFRoprvz3CtH
tz1ZXXfJ7WTeNuAeW868vierbHdCvmp4jwY9,18.0,70123.0,31.0,0.0,3.239999999999995,0.0,tz1ZXXfJ7WTeNuAeW868vierbHdCvmp4jwY9
tz1cksqtXMBbKu2QzFfmqMvFPq6x8EHM919z,117.0,69033.0,2090.0,109.0,772.9875049999935,348.1769999999999,tz1cksqtXMBbKu2QzFfmqMvFPq6x8EHM919z
tz1N8Yw42nm5TjJ8WMRhZ1TWBMqvLFDY6vqC,9.0,68635.0,10.0,0.0,0.6799999999999999,0.0,tz1N8Yw42nm5TjJ8WMRhZ1TWBMqvLFDY6vqC
tz1Z5XZpb2L3bo1FFfMJR3MbF2Jmg4uyvgv4,59.0,66040.0,83.0,1.0,16.36284000000001,0.1,tz1Z5XZpb2L3bo1FFfMJR3MbF2Jmg4uyvgv4
tz1QHbgX4qp6wPo4GRcxmRT6qKs2k6BwhAf8,62.0,64872.0,101.0,0.0,28.870000000000136,0.0,tz1QHbgX4qp6wPo4GRcxmRT6qKs2k6BwhAf8
tz1YAEtPyGmLBDbyotfjk8nxcHirk4rb9Sic,135.0,64440.0,7265.0,171.0,1091.680000000004,353.1724159999999,tz1YAEtPyGmLBDbyotfjk8nxcHirk4rb9Sic
tz1MDyzF635YffmSaGce7bqcCu3rwZ1QDy4s,79.0,62693.0,234.0,3.0,136.76699999999983,4.588,tz1MDyzF635YffmSaGce7bqcCu3rwZ1QDy4s
tz1WXSHz8TekNBDDtogEWnLxHsbRfDJzgjBW,108.0,62457.0,565.0,17.0,206.9380000000017,23.819,tz1WXSHz8TekNBDDtogEWnLxHsbRfDJzgjBW
tz1Wc1uawzskCTxzUVbYh56vqstPGRHiJTpE,183.0,62156.0,1503.0,37.0,1067.1137899999933,138.99448999999998,tz1Wc1uawzskCTxzUVbYh56vqstPGRHiJTpE
tz1Ybw7wxywM5bmVHMtJ457vZKNikkEmacjm,35.0,61961.0,575.0,44.0,271.6999999999994,36.8402,tz1Ybw7wxywM5bmVHMtJ457vZKNikkEmacjm
tz1hjCbJceN27ULNMCUCzA4AjyFC5FpGcpQD,54.0,61553.0,1810.0,260.0,18240.0,10654.193645999992,tz1hjCbJceN27ULNMCUCzA4AjyFC5FpGcpQD
tz1cjn8DAkb7FsCHMJsJq17uRFWhCrGxnzqd,108.0,61397.0,4597.0,1235.0,47440.350000001454,46345.65578500009,tz1cjn8DAkb7FsCHMJsJq17uRFWhCrGxnzqd
tz1Pwo2vnY7vbswHYdayzoHpXG6UP2pxshcn,9.0,61009.0,2.0,0.0,1.0,0.0,tz1Pwo2vnY7vbswHYdayzoHpXG6UP2pxshcn
tz1Roup6hav4bPzeAyFweYNxbU1nvSa9Gkzq,20.0,60650.0,211.0,4.0,1100.0,295.0,tz1Roup6hav4bPzeAyFweYNxbU1nvSa9Gkzq
tz1MYX5MciJifCWaSqiXepTqg2h1RbbCvjCc,55.0,60346.0,172.0,7.0,267.2799999999999,80.0,tz1MYX5MciJifCWaSqiXepTqg2h1RbbCvjCc
tz1fy6Mx5oeUXhRyPgVjJDVzQ57kSQdrcsDj,6.0,60000.0,0.0,0.0,0.0,0.0,tz1fy6Mx5oeUXhRyPgVjJDVzQ57kSQdrcsDj
tz1eYMjFbeVuj58wUtqVHhHBRwkwRuDZmwct,6.0,60000.0,52.0,1.0,0.0,0.08,tz1eYMjFbeVuj58wUtqVHhHBRwkwRuDZmwct
tz1gthv2uBERqmpmXwoCkSbffWTrkfwWwrH4,50.0,59582.0,315.0,4.0,131.43200000000002,34.289999,tz1gthv2uBERqmpmXwoCkSbffWTrkfwWwrH4
tz1YQh4z1fEYZEJhMyV4iXuxAW17LZ4Ashmo,181.0,58557.0,3368.0,159.0,2338.7200000000275,515.3274,tz1YQh4z1fEYZEJhMyV4iXuxAW17LZ4Ashmo
tz1csGLRxoR6TSi5q9iL87CWNaJsRqZ7a2GP,69.0,56776.0,318.0,4.0,209.19000000000003,14.38,tz1csGLRxoR6TSi5q9iL87CWNaJsRqZ7a2GP
tz1UV4EomFA8SUyE3d291YbNFb9uTS56pjzC,95.0,55392.0,505.0,21.0,761.6800000000009,89.917,tz1UV4EomFA8SUyE3d291YbNFb9uTS56pjzC
tz1b8zv5NLdwZ9sq7twr6haiATaPZLKNUDjB,49.0,55131.0,92.0,0.0,11.0,0.0,tz1b8zv5NLdwZ9sq7twr6haiATaPZLKNUDjB
tz2WinbG6qqVNN2MTBqYEtxc8hawU6w53dp9,36.0,54592.0,42.0,0.0,28.836,0.0,tz2WinbG6qqVNN2MTBqYEtxc8hawU6w53dp9
tz1a8dWf9tjUgVtTQcxjVUxdspp8EUfs5ZJJ,21.0,53661.0,3979.0,506.0,5578.0,4287.712679999997,tz1a8dWf9tjUgVtTQcxjVUxdspp8EUfs5ZJJ
tz1dAVKwbGe1PVnPBkRZYmYFsecDtTLHjHLK,71.0,53234.0,16.0,0.0,49.0,0.0,tz1dAVKwbGe1PVnPBkRZYmYFsecDtTLHjHLK
tz1c9w66mt5BYvXg9PW9LHNiSZwxzYp1EtxR,416.0,52920.0,3629.0,203.0,6429.099159000027,1207.945900000001,tz1c9w66mt5BYvXg9PW9LHNiSZwxzYp1EtxR
tz1dyhWPLovKqjNkxXEPcffxUgRzqrk7VmcV,24.0,52716.0,38.0,1.0,33.5,0.07,tz1dyhWPLovKqjNkxXEPcffxUgRzqrk7VmcV
tz1Mpr7WD3UG47UFPbizLPnBCNhh8pcdbSyz,310.0,52260.0,2628.0,37.0,1081.5320000000268,283.99999999999994,tz1Mpr7WD3UG47UFPbizLPnBCNhh8pcdbSyz
tz1ernWVEvNPFTEKqzwMdSMoYfJiv1gLTBh7,60.0,51657.0,583.0,28.0,98.38000000000002,23.950000000000003,tz1ernWVEvNPFTEKqzwMdSMoYfJiv1gLTBh7
tz2SfrDS81D7K3ZkLSR1ftTnqWw3VhsGGKZs,25.0,51307.0,41.0,1.0,20.899999999999995,0.9,tz2SfrDS81D7K3ZkLSR1ftTnqWw3VhsGGKZs
tz1a4cjEPYQZf3FUYPcjWcQqRSmjXmdWuGUp,16.0,51204.0,11.0,1.0,0.0,1.0,tz1a4cjEPYQZf3FUYPcjWcQqRSmjXmdWuGUp
tz1hJ8FvHVTUQpZv9p8UXezESCR3XxgN1nE3,37.0,50843.0,60.0,17.0,32.80274000000003,5.479999999999999,tz1hJ8FvHVTUQpZv9p8UXezESCR3XxgN1nE3
tz1WC6ny9pYoV9FcYaSahAsg7XPfkWu7qsK9,34.0,50466.0,328.0,5.0,21.4,1.31,tz1WC6ny9pYoV9FcYaSahAsg7XPfkWu7qsK9
tz1SHVcCWp5K5wNWpHSTB2V8WGe3zcPcqC1o,17.0,50281.0,179.0,32.0,262.79000000000013,384.64,tz1SHVcCWp5K5wNWpHSTB2V8WGe3zcPcqC1o
tz1NakLAxgUwuCuBvpyhJRm46Kf3qvwMKdiS,13.0,50148.0,16.0,0.0,12.329999999999998,0.0,tz1NakLAxgUwuCuBvpyhJRm46Kf3qvwMKdiS
tz1UG4oadhRK9JWBKpvs5Bwn4Y5jtaFa8fmb,12.0,50133.0,84.0,12.0,223.0,79.09,tz1UG4oadhRK9JWBKpvs5Bwn4Y5jtaFa8fmb
tz2J775bJv5ZKs8941AsqrQsZwANTemA6oRR,5.0,50000.0,0.0,0.0,0.0,0.0,tz2J775bJv5ZKs8941AsqrQsZwANTemA6oRR
tz1YkVdXCn1xTk11nddc7j2yua9j12zn869K,386.0,49135.0,3193.0,159.0,3314.824000000085,1053.3756999999996,tz1YkVdXCn1xTk11nddc7j2yua9j12zn869K
tz1YJvMiZyXnzvV9pxtAiuCFvaG7XoBZhbUQ,77.0,49132.0,1193.0,72.0,4346.134999999998,1026.53,tz1YJvMiZyXnzvV9pxtAiuCFvaG7XoBZhbUQ
tz1MCEixbAooPR3o1bBnEHXC9UAeJiiKBkye,263.0,47179.0,4335.0,742.0,5451.644300000037,2151.485798,tz1MCEixbAooPR3o1bBnEHXC9UAeJiiKBkye
tz2VN3fWzqHE44F6zedJB7UtALKEh5WhqAJJ,139.0,47100.0,7325.0,1033.0,44730.629999998,40169.13825800007,tz2VN3fWzqHE44F6zedJB7UtALKEh5WhqAJJ
tz1ZzZmioy5Ej3kpsec2rMz1temewbt1UcSz,313.0,46505.0,2294.0,109.0,6116.323343000048,1156.7259900000006,tz1ZzZmioy5Ej3kpsec2rMz1temewbt1UcSz
tz1bjbN7NcJixyYqD6ZXYxEADYHYzir4W8L3,64.0,46325.0,251.0,4.0,95.72895099999978,4.8100000000000005,tz1bjbN7NcJixyYqD6ZXYxEADYHYzir4W8L3
tz1ceWH6Sd1iM15LPHUjYBFrmjeufirPzjhX,32.0,45972.0,60.0,13.0,22.217000000000006,0.29000000000000004,tz1ceWH6Sd1iM15LPHUjYBFrmjeufirPzjhX
tz1cfSdS7h65w4FYSLxXVwdBfbjrwEnFwoZL,95.0,45435.0,619.0,13.0,253.27669999999964,25.515,tz1cfSdS7h65w4FYSLxXVwdBfbjrwEnFwoZL
tz1NWtHHck4dxpwCSGVrboat83R9STyLfmfA,74.0,45315.0,265.0,5.0,120.39600000000019,17.4,tz1NWtHHck4dxpwCSGVrboat83R9STyLfmfA
tz1dVxdJwpJixh6Kcd5FZULTfFcR98V7Z2fw,62.0,45314.0,1030.0,348.0,308.10679999999894,106.11199999999982,tz1dVxdJwpJixh6Kcd5FZULTfFcR98V7Z2fw
tz1NufWtpqS3nfR8VW1xFyWq4GWqb969keeR,79.0,44223.0,174.0,0.0,4063.574531999997,0.0,tz1NufWtpqS3nfR8VW1xFyWq4GWqb969keeR
tz1aoNtBy7CvEn4LsVDcq4HjBgW4YNPsvsaV,14.0,43694.0,220.0,1.0,749.5,0.4,tz1aoNtBy7CvEn4LsVDcq4HjBgW4YNPsvsaV
tz1MkeapTGx2oEZrDfUwgfHHkNZsHJYaBXhY,16.0,43309.0,2.0,0.0,0.7,0.0,tz1MkeapTGx2oEZrDfUwgfHHkNZsHJYaBXhY
tz1SJEeZviPzRSzHtZtPJwndZNk61PvdFfJD,106.0,42938.0,3088.0,496.0,4683.560000000126,1962.2310100000025,tz1SJEeZviPzRSzHtZtPJwndZNk61PvdFfJD
tz1SbGnP51NvjT1xxAfC45cZBeodppjUQD5d,65.0,42269.0,274.0,4.0,34.65000000000012,20.9,tz1SbGnP51NvjT1xxAfC45cZBeodppjUQD5d
tz1fnAaom8ENMQHRmUgdoz5XD7ghZqfM4f2S,12.0,42189.0,52.0,1.0,46.63549999999999,2.4,tz1fnAaom8ENMQHRmUgdoz5XD7ghZqfM4f2S
tz1f8KaYeCPkzP5s2i5CXxCk2HSzSBDi6gjM,61.0,41850.0,784.0,20.0,945.8,102.66999999999999,tz1f8KaYeCPkzP5s2i5CXxCk2HSzSBDi6gjM
tz1Lsqor1SH7NJjfNaFpCP6emHX1BeEzBMHu,11.0,41655.0,34.0,0.0,0.18000000000000002,0.0,tz1Lsqor1SH7NJjfNaFpCP6emHX1BeEzBMHu
tz2ENZEaCWY6j9jEnfjKVPkS7BzAP89RvWdM,32.0,41471.0,190.0,25.0,50.48500000000002,4.75,tz2ENZEaCWY6j9jEnfjKVPkS7BzAP89RvWdM
tz1ZWje5jpfbWrG5iuxz7qUx7eBLLAS5Tv3z,48.0,41011.0,1580.0,221.0,4122.06,2782.1760969999987,tz1ZWje5jpfbWrG5iuxz7qUx7eBLLAS5Tv3z
tz1X9jTB6sC9kie5eBHxGBACdtw5pLMcr7KW,25.0,40717.0,234.0,7.0,240.04999999999998,26.33,tz1X9jTB6sC9kie5eBHxGBACdtw5pLMcr7KW
tz1dmg96RoGHGbKydeKDaqxsmvkT26QPR7vz,27.0,40567.0,226.0,34.0,376.0,221.59459899999996,tz1dmg96RoGHGbKydeKDaqxsmvkT26QPR7vz
tz1ZureAxGJUy8VJccbJ5kAaxAmMEPgzz3uj,92.0,40493.0,389.0,1.0,55.425112000000034,0.49,tz1ZureAxGJUy8VJccbJ5kAaxAmMEPgzz3uj
tz1XjmxayiC55hu95yWJJqoLcmRJDoi6ffZz,31.0,40479.0,39.0,0.0,43.430000000000035,0.0,tz1XjmxayiC55hu95yWJJqoLcmRJDoi6ffZz
tz1grbNcg6kzXA8ffWkL3SB5GLt4ij3xjFqp,41.0,40362.0,269.0,5.0,290.5699999999993,132.6,tz1grbNcg6kzXA8ffWkL3SB5GLt4ij3xjFqp
tz1UPWUN5BAGEmWjK8TDd96qT1ZyUSVJ6MFw,15.0,40158.0,93.0,1.0,118.0,3.0,tz1UPWUN5BAGEmWjK8TDd96qT1ZyUSVJ6MFw
tz1dcMbfoHuKAiNgPWnz1LUyBCwKt9CTaVwK,5.0,40006.0,2.0,0.0,7.0,0.0,tz1dcMbfoHuKAiNgPWnz1LUyBCwKt9CTaVwK
tz1VfnuvifVJ7ugmodtUxWxy7vfX38Q5yoHS,4.0,40000.0,0.0,0.0,0.0,0.0,tz1VfnuvifVJ7ugmodtUxWxy7vfX38Q5yoHS
tz1UaPyKhXDn9UZhGqbdUsB9DDcAbC44kfdm,4.0,40000.0,0.0,0.0,0.0,0.0,tz1UaPyKhXDn9UZhGqbdUsB9DDcAbC44kfdm
tz1QYUEtAgXDrqMXJ7C5xMoBrUNAY3p8fxYL,15.0,39957.0,2485.0,1266.0,18269.0,42734.851609999954,tz1QYUEtAgXDrqMXJ7C5xMoBrUNAY3p8fxYL
tz1bafXvnKt87p1yXPV3vvVpe6gyD7BCdjyh,285.0,39606.0,624.0,4.0,476.04399999999845,8.0,tz1bafXvnKt87p1yXPV3vvVpe6gyD7BCdjyh
tz2Hz4TVJZjoQVks4SfWgt38RfZTmrHmVH62,65.0,37930.0,1583.0,288.0,6075.790000000152,1746.8489999999997,tz2Hz4TVJZjoQVks4SfWgt38RfZTmrHmVH62
tz1MeHbAKzaJnG2YojMufB1QZBCxkbrD3ZbT,58.0,37390.0,528.0,8.0,174.21500000000006,6.53,tz1MeHbAKzaJnG2YojMufB1QZBCxkbrD3ZbT
tz1biQoidKinBbgCSE1kGRrVALsJXbKArjsg,21.0,36897.0,45.0,1.0,38.77800000000002,0.0,tz1biQoidKinBbgCSE1kGRrVALsJXbKArjsg
tz1SrA7UpvzPmxp6NymuzDzaRfxDSJaz6ebF,121.0,36325.0,168.0,1.0,315.2060000000006,8.0,tz1SrA7UpvzPmxp6NymuzDzaRfxDSJaz6ebF
tz1TkBRQWgXVC1CbLMj5GgR7LUtGkptJj93t,71.0,36095.0,1645.0,196.0,2185.326671000033,510.65857900000003,tz1TkBRQWgXVC1CbLMj5GgR7LUtGkptJj93t
tz1L7ThZt8fyqS9TQWsZXLyVokM96t8KRi6v,43.0,35890.0,296.0,3.0,23.98,11.0,tz1L7ThZt8fyqS9TQWsZXLyVokM96t8KRi6v
tz1eHzQjB4LYwumyQg4jjmDJ189k4ix2izRt,39.0,35373.0,40.0,1.0,233.23333000000002,4.4,tz1eHzQjB4LYwumyQg4jjmDJ189k4ix2izRt
tz1YbJAyfmSwqLbLwCrUTfEMeLgCncM9jj3z,171.0,35226.0,1221.0,64.0,1043.8269999999925,250.81099999999992,tz1YbJAyfmSwqLbLwCrUTfEMeLgCncM9jj3z
tz1WtzDTZ9CpNsBem8DrK7owB4pt4XvzdUKB,64.0,35130.0,5951.0,1736.0,19657.859999999957,25727.020226000066,tz1WtzDTZ9CpNsBem8DrK7owB4pt4XvzdUKB
tz1UjCvDExdvArnjcPXHQBbrQQQp7e9tjCNj,62.0,34982.0,617.0,4.0,392.50899999999837,13.5,tz1UjCvDExdvArnjcPXHQBbrQQQp7e9tjCNj
tz1MkstMV99nRE1PdAatkpwUevtDf5KkJn4Z,113.0,34885.0,489.0,11.0,456.7499930000035,22.44,tz1MkstMV99nRE1PdAatkpwUevtDf5KkJn4Z
tz1Qfospffawd5mQuW2tdnxVpmyJd5TYaKr8,57.0,34875.0,297.0,12.0,71.39095999999982,25.978999999999996,tz1Qfospffawd5mQuW2tdnxVpmyJd5TYaKr8
tz1eFNQAijoHS3J6YsABA1QK1gGV7PMaunPm,170.0,34614.0,4684.0,275.0,34571.26000000004,5795.084399999998,tz1eFNQAijoHS3J6YsABA1QK1gGV7PMaunPm
tz1hUoK3s3pGbsoEUDcDwXb9ZQfdyW5NAeam,63.0,34468.0,2595.0,444.0,6729.659999999993,5373.45782999999,tz1hUoK3s3pGbsoEUDcDwXb9ZQfdyW5NAeam
tz1ZaZwdrKqnmfpuZnmHeRKvtRSmvsvtvE1T,26.0,34334.0,12.0,0.0,8.73,0.0,tz1ZaZwdrKqnmfpuZnmHeRKvtRSmvsvtvE1T
tz1XuKatiqM9nY94nUZDY6fhkVkK9nRMRMmj,16.0,34196.0,80.0,0.0,140.45999999999992,0.0,tz1XuKatiqM9nY94nUZDY6fhkVkK9nRMRMmj
tz2P7Nmaq1mPZ7KNsmszLjo3BPd3Yxd9Xp1C,26.0,34057.0,81.0,1.0,18.270000000000007,3.0,tz2P7Nmaq1mPZ7KNsmszLjo3BPd3Yxd9Xp1C
tz1gP87WfSA5a5SsBsFkeW4KoSNWL9pucN4c,79.0,34021.0,690.0,48.0,631.2000000000023,71.14699,tz1gP87WfSA5a5SsBsFkeW4KoSNWL9pucN4c
tz1LBayeDsbbgDu7euVnKB8WywgNGkemvZiV,102.0,34019.0,94.0,0.0,26.74000000000009,0.0,tz1LBayeDsbbgDu7euVnKB8WywgNGkemvZiV
tz1XXnYWsuJpitsPcjZaH1YxgoaKAaMazA4f,42.0,34016.0,112.0,2.0,229.89999999999978,8.79,tz1XXnYWsuJpitsPcjZaH1YxgoaKAaMazA4f
tz1XtkVwKTHmJGYrKrJsPJMvyobf1o83tUwW,14.0,33807.0,7.0,0.0,1.7000000000000002,0.0,tz1XtkVwKTHmJGYrKrJsPJMvyobf1o83tUwW
tz1NBbT4xya8BsTCHmdNSvsovA7ggQJawexz,199.0,33740.0,372.0,13.0,982.3159999999997,16.259999999999998,tz1NBbT4xya8BsTCHmdNSvsovA7ggQJawexz
tz1NtHq2cnG1o1AcgmiFDsga6oBYKeQwZYQi,40.0,33523.0,473.0,2.0,14.739999999999934,3.74,tz1NtHq2cnG1o1AcgmiFDsga6oBYKeQwZYQi
tz1d3YSjRXffjQPfjXTJZSFcjm36Hab2azDg,110.0,33414.0,864.0,41.0,618.8099999999996,279.36999999999995,tz1d3YSjRXffjQPfjXTJZSFcjm36Hab2azDg
tz1Xd75PTAwQhK9TAhUZxB7GtdczkE3397Bu,53.0,33331.0,215.0,1.0,60.87269600000005,1.92,tz1Xd75PTAwQhK9TAhUZxB7GtdczkE3397Bu
tz1Lh3W1odqEJfUiNrU7eD7ukJvG8p2kvxeB,110.0,33207.0,778.0,126.0,3621.8399999999824,2032.8775800000005,tz1Lh3W1odqEJfUiNrU7eD7ukJvG8p2kvxeB
tz1UoumBBEpFHMnLtA8rojc4QdSmwetdSZ8s,77.0,33100.0,435.0,21.0,1235.845200000003,106.55999999999999,tz1UoumBBEpFHMnLtA8rojc4QdSmwetdSZ8s
tz1YXeRHCT9FMNHzNF5PDpcg2UBdPqk7AFh1,16.0,33055.0,3.0,9.0,2.0,55.970000000000006,tz1YXeRHCT9FMNHzNF5PDpcg2UBdPqk7AFh1
tz1L9LvUTCBSjfCCd57n3zfpkKRSEBZCKn7t,36.0,32785.0,201.0,8.0,133.7220000000002,34.599999999999994,tz1L9LvUTCBSjfCCd57n3zfpkKRSEBZCKn7t
tz1bMY43V88srGDdWd3g879RQQTL8fqH56GD,47.0,32766.0,1848.0,115.0,689.7499999999985,377.54409000000004,tz1bMY43V88srGDdWd3g879RQQTL8fqH56GD
tz1U9g5rCG45oweVJG3aQoB9bLSk5n5a3JZN,4.0,32705.0,159.0,0.0,1.5900000000000012,0.0,tz1U9g5rCG45oweVJG3aQoB9bLSk5n5a3JZN
tz1Knav5kNW7AafJt68TxMgf4QxiwznYmErF,8.0,32550.0,40.0,1.0,2.5,0.01,tz1Knav5kNW7AafJt68TxMgf4QxiwznYmErF
tz2BWJg7RcWMmMnBS9wGF4PSRjtohG88CRu2,16.0,32348.0,39.0,0.0,2.1699999999999995,0.0,tz2BWJg7RcWMmMnBS9wGF4PSRjtohG88CRu2
tz1MgDFQvyV8Vfc48HgeqMbCD2Po7nhoWDeL,57.0,32335.0,3.0,0.0,3.0,0.0,tz1MgDFQvyV8Vfc48HgeqMbCD2Po7nhoWDeL
